clube_nome_completo,apelido,posicao_nome,mando,adversario_nome,pontos_num,media_num,jogos_num,preco_num,variacao_num
Vitória,Ronald Lopes,Meia,Casa,FLA,0.0,0.0,0,5.0,0.0
Vitória,Dudu,Meia,Casa,FLA,8.2,3.95,2,5.01,1.84
Vitória,Zé Marcos,Zagueiro,Casa,FLA,1.4,2.75,2,5.14,-0.39
Vitória,Kike Saverio,Atacante,Casa,FLA,0.0,0.0,0,5.0,0.0
Vitória,Claudinho,Lateral,Casa,FLA,0.0,0.0,0,4.0,0.0
Vitória,Lucas Arcanjo,Goleiro,Casa,FLA,0.0,0.0,0,4.0,0.0
Vitória,Camutanga,Zagueiro,Casa,FLA,0.0,9.5,1,7.42,0.0
Athlético-PR,Mendoza,Atacante,Casa,SAN,0.0,8.2,1,7.78,0.0
Vitória,Jamerson,Lateral,Casa,FLA,0.0,6.5,1,5.55,0.0
Vitória,Thiago Couto,Goleiro,Casa,FLA,0.0,0.0,0,3.0,0.0
Vitória,Renzo López,Atacante,Casa,FLA,0.0,0.0,0,3.0,0.0
Athlético-PR,Odair Hellmann,Técnico,Casa,SAN,0.0,8.09,1,6.93,0.0
Athlético-PR,Mastriani,Atacante,Casa,SAN,0.0,0.0,0,4.0,0.0
