rodada;atleta_id;nome;time;adversario;mandante;posicao_id;pontos;CA;DS;FC;FF;I;FS;SG;G;FD;PS;DE;GS;PC;V;FT;A;GC;CV
1;86863;Luiz Otávio;MIR;VAS;True;3;1.5;;1.0;;;;;;;;;;;;;;;;
1;87008;Léo Jardim;VAS;MIR;False;1;1.9;;;;;;;;;;;3.0;2.0;;;;;;
1;87225;Pedro Henrique;RBB;CFC;False;3;4.5;1.0;;1.0;1.0;;;1.0;;;;;;;;;;;
1;87742;Neto Moura;MIR;VAS;True;4;0.5;;;1.0;1.0;;;;;;;;;;;;;;
1;87863;Arrascaeta;FLA;SAO;False;4;0.8;;;;1.0;;;;;;;;;;;;;;
1;87999;Gustavo Scarpa;CAM;PAL;True;4;0.5;;;;;;1.0;;;;;;;;;;;;
1;88037;Luís Castro;GRE;FLU;False;6;4.47;;;;;;;;;;;;;;;;;;
1;88312;Junior Alonso;CAM;PAL;True;3;3.5;;2.0;;;;1.0;;;;;;;;;;;;
1;89256;Gerson;CRU;BOT;False;4;1.4;;;2.0;;2.0;2.0;;;1.0;;;;;;;;;
1;89273;João Pedro;GRE;FLU;False;2;0.4;;;;;1.0;1.0;;;;;;;;;;;;
1;89274;Andreas Pereira;PAL;CAM;False;4;6.7;;1.0;2.0;1.0;;;;;;;;;;;;1.0;;
1;89837;Lucho Acosta;FLU;GRE;True;4;13.8;;3.0;;1.0;;1.0;;1.0;;;;;;;;;;
1;89840;Calleri;SAO;FLA;True;5;0.4;;;2.0;;;2.0;;;;;;;;;;;;
1;89883;Dodi;GRE;FLU;False;4;-1.1;1.0;;2.0;;;1.0;;;;;;;;;;;;
1;89918;Everton Galdino;MIR;VAS;True;5;0.5;;;;;;1.0;;;;;;;;;;;;
1;90031;Mendoza;CAP;INT;False;5;8.2;;;1.0;;;1.0;;1.0;;;;;;;;;;
1;90285;Bruno Henrique;FLA;SAO;False;5;0.8;;;;1.0;;;;;;;;;;;;;;
1;90302;Pedro Rocha;CFC;RBB;True;5;2.8;;;2.0;1.0;1.0;3.0;;;1.0;;;;;;;;;
1;90370;Matheus Pereira;COR;BAH;True;4;-0.3;;;1.0;;;;;;;;;;;;;;;
1;90532;Arthur Melo;GRE;FLU;False;4;5.7;;3.0;1.0;;;3.0;;;;;;;;;;;;
1;90588;Caíque;VIT;REM;True;4;0.4;;;2.0;;;2.0;;;;;;;;;;;;
1;90703;Matheuzinho;VIT;REM;True;4;4.0;;1.0;;1.0;;1.0;;;1.0;;;;;;;;;
1;90715;Luiz Fernando;CAP;INT;False;5;-0.3;;;1.0;;;;;;;;;;;;;;;
1;90768;Fabrício Bruno;CRU;BOT;False;3;0.5;;;;;;1.0;;;;;;;;;;;;
1;90943;Zé Marcos;VIT;REM;True;3;4.1;;;3.0;;;;1.0;;;;;;;;;;;
1;91101;Ronaldo;BAH;COR;False;1;4.2;;;;;;;;;;;4.0;1.0;;;;;;
1;91473;Erick Pulgar;FLA;SAO;False;4;3.5;;2.0;;;;1.0;;;;;;;;;;;;
1;91573;Arboleda;SAO;FLA;True;3;7.5;;5.0;;;;;;;;;;;;;;;;
1;91706;Marlon;GRE;FLU;False;2;4.6;;3.0;1.0;;1.0;1.0;;;;;;;;;;;;
1;91772;David Duarte;BAH;COR;False;3;0.9;;1.0;2.0;;;;;;;;;;;;;;;
1;91908;Pavón;GRE;FLU;False;5;2.9;;1.0;1.0;;;1.0;;;1.0;;;;;;;;;
1;92171;Arthur Cabral;BOT;CRU;True;5;7.1;;;1.0;3.0;;;;;;;;;;;;1.0;;
1;92180;Jair Ventura;VIT;REM;True;6;9.26;;;;;;;;;;;;;;1.0;;;;
1;92273;Odair Hellmann;CAP;INT;False;6;8.09;;;;;;;;;;;;;;1.0;;;;
1;92696;Renato Kayzer;VIT;REM;True;5;10.4;;;;1.0;1.0;1.0;;1.0;1.0;;;;;;;;;
1;92854;Borré;INT;CAP;True;5;2.4;;;2.0;1.0;2.0;;;;2.0;;;;;;;;;
1;92981;Ronaldo;INT;CAP;True;4;0.2;;;2.0;1.0;;;;;;;;;;;;;;
1;93411;Cantalapiedra;VIT;REM;True;4;0.5;;;1.0;1.0;;;;;;;;;;;;;;
1;93478;Wanderson;CRU;BOT;False;5;0.9;;;2.0;2.0;1.0;;;;;;;;;;;;;
1;93790;Marlon Freitas;PAL;CAM;False;4;1.4;;1.0;;;1.0;;;;;;;;;;;;;
1;93882;Cleiton;RBB;CFC;False;1;7.6;;;;;;;1.0;;;;2.0;;;;;;;
1;93988;Breno Lopes;CFC;RBB;True;5;1.1;;;;;1.0;;;;1.0;;;;;;;;;
1;94067;Matheus Fernandes;RBB;CFC;False;4;0.3;1.0;;1.0;2.0;;;;;;;;;;;;;;
1;94154;Maycon;CAM;PAL;True;4;2.5;;1.0;1.0;1.0;;1.0;;;;;;;;;;;;
1;94583;Pedro;FLA;SAO;False;5;6.4;;1.0;2.0;;;1.0;;;;;;;;;;1.0;;
1;94968;Juninho Capixaba;RBB;CFC;False;2;16.2;;;2.0;1.0;;;1.0;1.0;;;;;;;1.0;;;
1;95332;Marcinho;CHA;SAN;True;5;1.6;;1.0;1.0;;1.0;1.0;;;;;;;;;;;;
1;95466;Igor Vinícius;SAN;CHA;False;2;5.5;;;;;;1.0;;;;;;;;;;1.0;;
1;95556;Raniele;COR;BAH;True;4;11.4;1.0;8.0;3.0;1.0;;1.0;;;;;;;;;;;;
1;95799;Artur;BOT;CRU;True;5;8.0;;;;;;;;1.0;;;;;;;;;;
1;96591;Renan Lodi;CAM;PAL;True;2;11.2;1.0;4.0;4.0;;1.0;5.0;;;;;;;;;;1.0;;
1;96610;Matheus Pereira;CRU;BOT;False;4;3.7;;1.0;;;;2.0;;;1.0;;;;;;;;;
1;96793;Camutanga;VIT;REM;True;3;9.5;;1.0;;1.0;;2.0;1.0;;1.0;;;;;;;;;
1;97095;Carlos Cuesta;VAS;MIR;False;3;-1.1;;1.0;3.0;1.0;;1.0;;;;;;;;;;;1.0;
1;97321;Alesson;MIR;VAS;True;5;9.7;;2.0;1.0;1.0;;;;;1.0;;;;;;;1.0;;
1;97341;Rogério Ceni;BAH;COR;False;6;5.19;;;;;;;;;;;;;;1.0;;;;
1;97432;Victor Caetano;CHA;SAN;True;3;3.0;;2.0;;;;;;;;;;;;;;;;
1;97460;João Victor;MIR;VAS;True;3;1.5;;1.0;;;;;;;;;;;;;;;;
1;97468;Marçal;BOT;CRU;True;2;8.0;;2.0;;;;;1.0;;;;;;;;;;;
1;97642;Félix Torres;INT;CAP;True;3;-0.1;;;2.0;;;1.0;;;;;;;;;;;;
1;97653;Murilo;PAL;CAM;False;3;-0.9;;;3.0;;;;;;;;;;;;;;;
1;97735;Giovanni Pavani;REM;VIT;False;4;1.5;;1.0;;;;;;;;;;;;;;;;
1;97795;Marcelinho;REM;VIT;False;2;0.0;;;;;;;;;;;;;;;;;;
1;97810;Erick;VIT;REM;True;5;12.5;;;;2.0;1.0;2.0;;;;;;;;;;2.0;;
1;97867;Léo Ortiz;FLA;SAO;False;3;-0.3;;;1.0;;;;;;;;;;;;;;;
1;97878;Jacy;CFC;RBB;True;3;2.0;;1.0;;;;1.0;;;;;;;;;;;;
1;97906;Riccieli;VIT;REM;True;3;5.0;;;;;;;1.0;;;;;;;;;;;
1;97969;Marcos Vinícius;CHA;SAN;True;2;-1.3;1.0;;1.0;;;;;;;;;;;;;;;
1;98022;Erick;BAH;COR;False;4;0.0;;;;;;;;;;;;;;;;;;
1;98224;Jáderson;REM;VIT;False;4;1.7;;;1.0;;;4.0;;;;;;;;;;;;
1;98225;Pedro Raul;COR;BAH;True;5;0.0;;;;;;;;;;;;;;;;;;
1;98384;Negueba;MIR;VAS;True;5;4.8;;2.0;;1.0;;2.0;;;;;;;;;;;;
1;98517;Jean Lucas;BAH;COR;False;4;6.1;1.0;;3.0;;;;;1.0;;;;;;;;;;
1;98672;Savarino;FLU;GRE;True;4;0.5;;;;;;1.0;;;;;;;;;;;;
1;98873;Samuel Lino;FLA;SAO;False;5;6.5;;4.0;;;;1.0;;;;;;;;;;;;
1;98909;Cuello;CAM;PAL;True;5;1.8;;1.0;1.0;1.0;2.0;;;;;;;;;;;;;
1;99213;Puma Rodríguez;VAS;MIR;False;2;6.4;;1.0;;;1.0;;;;;;;;;;;1.0;;
1;99274;Alexander Barboza;BOT;CRU;True;3;6.2;;1.0;1.0;;;;1.0;;;;;;;;;;;
1;99366;Luis Zubeldía;FLU;GRE;True;6;5.55;;;;;;;;;;;;;;1.0;;;;
1;99440;Baralhas;VIT;REM;True;4;10.9;1.0;2.0;2.0;;;3.0;;1.0;;;;;;;;;;
1;99552;Rossi;FLA;SAO;False;1;0.6;;;;;;;;;;;2.0;2.0;;;;;;
1;99889;Alan Franco;SAO;FLA;True;3;3.2;;2.0;1.0;;;1.0;;;;;;;;;;;;
